,statement,source,link,veracity
3823,"In Wisconsin, ""300,000 voters were turned away by the state’s strict voter ID law"" in the 2016 presidential election.",Tweets,/wisconsin/statements/2016/dec/07/tweets/were-300000-wisconsin-voters-turned-away-polls-201/,False
3824,"""Boeing is building a brand new 747 Air Force One for future presidents, but costs are out of control, more than $4 billion. Cancel order!""",Donald Trump,/truth-o-meter/statements/2016/dec/06/donald-trump/fact-checking-donald-trumps-tweet-air-force-one-bo/,Half-True
3825,"Even ""though men comprise 49% of the population, they hold 80% of the lawmaking power in the Legislature (144 of 181 seats).""",Annie's List,/texas/statements/2016/dec/06/annies-list/annies-list-men-hold-80-percent-lawmaking-power-te/,True
3826,"""NAFTA allows a lot of trucks from Mexico, for example, to leave there and ... drive straight through without even being inspected.""",Roger Williams,/texas/statements/2016/dec/05/roger-williams/mostly-false-roger-williams-claim-lot-trucks-not-i/,Mostly False
3827,Latina who enthusiastically supported Donald Trump on stage in Las Vegas in October 2015 has been deported.,Bloggers,/punditfact/statements/2016/dec/05/blog-posting/fake-news-alert-claim-famed-latina-trump-supporter/,Pants on Fire!
3828,"""We would be just like North Carolina with HB2-like (transgender bathroom) legislation. It actually passed our chamber and I vetoed it.""",Terry McAuliffe,/virginia/statements/2016/dec/05/terry-mcauliffe/mcauliffe-wrongly-likens-virginia-bill-north-carol/,Mostly False
3829,"Obamacare ""was invented by liberal academic theorists.""",Rick Scott,/florida/statements/2016/dec/05/rick-scott/rick-scott-misleads-about-inventors-obamacare-igno/,Mostly False
3830,"""Less than half"" of jobs at the Carrier manufacturing plant in Indiana ""are actually staying.""",Heather McGhee,/punditfact/statements/2016/dec/04/heather-mcghee/did-donald-trumps-carrier-deal-actually-save-less-/,Half-True
3831,"Says Donald Trump ""won more counties than any candidate on our side since Ronald Reagan.""",Mike Pence,/truth-o-meter/statements/2016/dec/04/mike-pence/mike-pence-says-donald-trump-won-most-counties-rep/,Mostly True
3832,"Alison Alter ""got an F in attendance in 2016"" as an Austin parks board member ""and was removed by a unanimous vote of the Austin City Council.""",Sheri Gallo,/texas/statements/2016/dec/03/sheri-gallo/sheri-gallo-misses-claim-alison-alter-removed-boar/,Pants on Fire!
3833,"""We spend less than 2 percent more every year. That is the lowest increase in spending since they have been keeping numbers.""",Andrew Cuomo,/new-york/statements/2016/dec/02/andrew-cuomo/cuomo-spending-increases/,True
3834,"Says Indiana Gov. Mike Pence ""advocated diverting taxpayer dollars to so-called conversion therapy.""",Gavin Newsom,/california/statements/2016/dec/02/gavin-newsom/pences-support-conversion-therapy-not-settled-matt/,Half-True
3835,"""Black Lives Matter, who are attacking law enforcement officers"" -- Barack Obama ""had them to the White House.""",Sean Duffy,/wisconsin/statements/2016/dec/02/sean-duffy/donald-trump-backer-sean-duffy-links-attacks-polic/,Mostly False
3836,Hillary Clinton in 2005 co-sponsored legislation that would jail flag burners.,Bloggers,/georgia/statements/2016/dec/02/blog-posting/clinton-did-co-sponsor-legislation-decade-ago-jail/,True
3837,We (in Illinois) have the fifth-highest tax burden in the country.,Christine Radogno,/illinois/statements/2016/dec/02/christine-radogno/illinois-tax-burden-among-highest-not-top-5-us/,Mostly True
3838,"""Texans pay the sixth-highest property tax in the nation.""",Dan Patrick,/texas/statements/2016/dec/01/dan-patrick/dan-patrick-mostly-right-texans-pay-nations-sixth-/,Mostly True
3839,"Lady Gaga announced she would cover her face ""until Trump gets fired from office.""",Bloggers,/punditfact/statements/2016/dec/01/blog-posting/lady-gaga-did-not-say-she-would-cover-her-face-unt/,Pants on Fire!
3840,"On Donald Trump’s plan to cut federal funding to sanctuary cities, ""because of a decision by the Supreme Court, no president's in a position to cut off funding across the board. It has to be very specific to the matter at hand.""",Bill de Blasio,/truth-o-meter/statements/2016/dec/01/bill-de-blasio/new-york-city-mayor-says-president-cant-defund-san/,Mostly True
3841,CNN accidentally aired 30 minutes of pornography in Boston on Thanksgiving night.,Bloggers,/punditfact/statements/2016/nov/29/blog-posting/reports-cnn-showed-pornography-instead-anthony-bou/,False
3842,"""President Obama's American Recovery and Reinvestment Act (was) a fancy name for almost a trillion-dollar spending bill. The ARRA was supposed to fix our crumbling roads and bridges,"" but now, ""we have absolutely nothing to show for it.""",Eric Bolling,/punditfact/statements/2016/nov/29/eric-bolling/foxs-eric-bolling-exaggerates-shortcomings-stimulu/,Mostly False
3843,"There was ""serious voter fraud"" in Virginia.",Donald Trump,/virginia/statements/2016/nov/29/donald-trump/trumps-pants-fire-serious-voter-fraud-claim-virgin/,Pants on Fire!
3844,"""In 2015 roughly 10,000 political arrests occurred in Cuba. That is five times as many as occurred in 2010, when there were only about 2,000.""",Ted Cruz,/florida/statements/2016/nov/29/ted-cruz/ted-cruz-says-political-arrests-cuba-have-increase/,Mostly True
3845,"There was ""serious voter fraud"" in New Hampshire.",Donald Trump,/new-hampshire/statements/2016/nov/28/donald-trump/trump-claims-serious-voter-fraud-new-hampshire/,Pants on Fire!
3846,"There was ""serious voter fraud"" in California.",Donald Trump,/california/statements/2016/nov/28/donald-trump/pants-fire-trumps-claim-about-california-voter-fra/,Pants on Fire!
3847,"Says he ""won the popular vote if you deduct the millions of people who voted illegally.""",Donald Trump,/truth-o-meter/statements/2016/nov/28/donald-trump/donald-trumps-pants-fire-claim-millions-illegal-vo/,Pants on Fire!
3848,"""Study after study have shown that sanctuary cities do not lead to an increase in crime because of the presence of people that are undocumented.""",Javier M. Gonzales,/truth-o-meter/statements/2016/nov/28/javier-m-gonzales/santa-fe-mayor-defends-sanctuary-cities-says-studi/,Half-True
3849,"""We have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.""",Don Beyer,/virginia/statements/2016/nov/28/don-beyer/don-beyer-wrongly-says-us-has-surpluses-its-trade-/,False
3850,"""Slavery is still allowable under Wisconsin law as long as it’s a punishment for a crime.""",Lena Taylor,/wisconsin/statements/2016/nov/25/lena-taylor/even-if-not-practiced-slavery-still-allowable-wisc/,Mostly True
3851,"Says climate scientist James Hansen says ""we have until perhaps 50 years from now,"" or maybe a little longer ""and at that point, we are looking at 10, 20, 30 feet of sea-level rise.""",Jill Stein,/texas/statements/2016/nov/23/jill-stein/jill-stein-overstates-forecast-about-seas-rising-3/,False
3852,"Says that when San Francisco banned plastic grocery bags, ""you saw the number of instances of people going to the ER with things like salmonella and other related illnesses"" spike.",James Quintero,/texas/statements/2016/nov/23/james-quintero/james-quintero-says-salmonella-and-other-illnesses/,Mostly False
3853,"""There is long historical precedent for a Supreme Court with fewer justices.""",Ted Cruz,/texas/statements/2016/nov/23/ted-cruz/ted-cruz-says-long-historical-precedent-smaller-su/,Mostly False
3854,"""Alexander Hamilton was an immigration hawk.""",Rush Limbaugh,/punditfact/statements/2016/nov/22/rush-limbaugh/trump-hamilton-was-immigration-hawk-rush-limbaugh-/,Half-True
3855,"Harambe received 15,000 votes in the presidential election.",Bloggers,/punditfact/statements/2016/nov/22/blog-posting/no-15000-people-did-not-vote-harambe/,Pants on Fire!
3856,"Says Donald Trump said he intends ""to open up additional areas off the coast to oil drilling"" during the campaign.",Bill Nelson,/florida/statements/2016/nov/22/bill-nelson/bill-nelson-says-donald-trump-intends-expand-oil-d/,Mostly True
3857,"In Flint, Mich., ""the pipes still haven't been replaced. The water is still poisoned.""",Michael Moore,/punditfact/statements/2016/nov/21/michael-moore/flint-water-still-problems-michael-moore/,Half-True
3858,"Says Donald Trump's presidential victory was ""an electoral landslide.""",Reince Priebus,/wisconsin/statements/2016/nov/21/reince-priebus/despite-losing-popular-vote-donald-trump-won-elect/,False
3859,"Ed Gillespie ""would not mention (Donald Trump’s) name unless he was condemning him.""",Corey Stewart,/virginia/statements/2016/nov/21/corey-stewart/corey-stewart-stretches-ed-gillespies-statements/,False
3860,"Texas spends ""more per day to house an inmate than we do on a student.""","Virginia ""Jennie Lou"" Leeder",/texas/statements/2016/nov/18/jennie-lou-leeder/democrat-jennie-lou-leeder-says-texas-spends-more-/,True
3861,"Since the salary for state lawmakers was raised to $79,500, ""that purchasing power has now been reduced to $53,000.""",Carl Heastie,/new-york/statements/2016/nov/18/carl-heastie/salary-worth-less-today-state-lawmakers-when-first/,Mostly True
3862,"""President-elect Trump's immigration policies are very similar to policies that are sitting right in the Senate and the House today to temporarily suspend immigration from countries that harbor terrorism, to temporarily suspend immigration from Syria until we get better vetting.""",Reince Priebus,/truth-o-meter/statements/2016/nov/18/reince-priebus/reince-priebus-says-trump-congress-have-similar-im/,Mostly True
3863,"""Report: 3 million votes in presidential election cast by illegal aliens.""",Bloggers,/punditfact/statements/2016/nov/18/blog-posting/no-3-million-undocumented-immigrants-did-not-vote-/,False
3864,"Says Scott Walker left college ""under an ethical cloud for having tried to fix"" the election for student body president.",Howard Dean,/wisconsin/statements/2016/nov/18/howard-dean/one-ex-presidential-candidates-attack-another-scot/,False
3865,"Says John Bolton supported the Iraq War and said last year that ""I still think the decision to overthrow Saddam was correct.""",Rand Paul,/truth-o-meter/statements/2016/nov/17/rand-paul/rand-paul-says-john-bolton-still-thinks-iraq-war-w/,True
3866,"""Donald Trump Protester Speaks Out: 'I Was Paid $3,500 To Protest Trump's Rally.' """,Bloggers,/truth-o-meter/statements/2016/nov/17/blog-posting/no-someone-wasnt-paid-3500-protest-donald-trump-it/,Pants on Fire!
3867,"Texas A&M University - Commerce ""offers counseling, safe spaces for students who are afraid of President-elect Trump.""",Sid Miller,/texas/statements/2016/nov/17/sid-miller/sid-miller-says-texas-university-trump-safe-spaces/,Half-True
3868,"Obamacare ""is not a popular law.""",Paul Ryan,/wisconsin/statements/2016/nov/17/paul-ryan/donald-trump-and-paul-ryan-threatening-repeal-and-/,Mostly True
3869,"""Thirty-one percent of school districts are still receiving less funding per pupil than they did prior to the dramatic budget cuts of 2011.""",Donna Howard,/texas/statements/2016/nov/16/donna-howard/donna-howard-says-31-percent-texas-school-district/,Mostly True
3870,"California has seen a ""56 percent decline in the gun murder rate"" since the 1990s.",Gavin Newsom,/california/statements/2016/nov/16/gavin-newsom/gavin-newsom-understates-californias-rapid-drop-gu/,Mostly True
3871,"Financial conflict-of-interest ""laws don't apply to the president, right? So, the president doesn't have to have a blind trust.""",Rudy Giuliani,/truth-o-meter/statements/2016/nov/16/rudy-giuliani/giuliani-president-trump-will-be-exempt-conflict-i/,True
3872,Says Denzel Washington supports Donald Trump and speaks out against Barack Obama.,AmericanPoliticNews,/punditfact/statements/2016/nov/16/americanpoliticnews/fake-story-says-denzel-washington-supports-donald-/,Pants on Fire!
3873,Newt Gingrich has been a proponent of selecting a president by popular vote instead of the Electoral College.,Various media reports,/georgia/statements/2016/nov/16/various-media-reports/newt-gingrich-has-said-he-favors-using-popular-vot/,True
3874,"""America’s tax code hasn’t been updated in 30 years.""",Paul Ryan,/wisconsin/statements/2016/nov/16/paul-ryan/paul-ryan-right-federal-tax-code-has-not-been-upda/,Mostly False
3875,"Says there are ""probably 2 million, it could be even 3 million"" criminal immigrants in the country illegally.",Donald Trump,/truth-o-meter/statements/2016/nov/15/donald-trump/trump-misleads-number-criminal-immigrants-illegall/,Half-True
3876,A picture shows former President Bill Clinton naked with another woman.,Political Insider,/punditfact/statements/2016/nov/15/political-insider/website-caught-publishing-fake-news-leaked-photo-n/,Pants on Fire!
3877,"""The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me.""",Donald Trump,/truth-o-meter/statements/2016/nov/15/donald-trump/donald-trump-says-new-york-times-apologized-bad-co/,False
3878,"""The @nytimes states today that DJT believes ‘more countries should acquire nuclear weapons.’ How dishonest are they. I never said this!""",Donald Trump,/truth-o-meter/statements/2016/nov/14/donald-trump/donald-trump-wrongly-tweets-he-never-said-more-cou/,False
